context,from,to,weight
MENTAL-HEALTH-AWARENESS-WEEK-2018,U_DIDNT_SAYTHAT,JAMESMELVILLE,2
16-DAYS-OF-ACTION-2018,YWCACANBERRA,PHUMZILEUNWOMEN,2
BRAIN-INJURY-WEEK-2018,GERMANTWITCHRT,HEYU2ALL,2
ELF-DAY,ASHCROFTS,SELKIRKHOUSE,2
STRESS-AWARENESS-DAY,MAJ_CATASTROPHE,SHAUNWDSU,1
MENS-HEALTH-WEEK-2018,PPETERS21,MHALL55NINE,2
NO-SMOKING-DAY-2018,NRCLIBRARIES,NRCCOLLEGE,2
BRAIN-INJURY-WEEK-2018,CLIN_NEG,1HANNAHCARR,2
EATING-DISORDER-AWARENESS-WEEK-2018,ANNEENHS,MARC_BUSH,2
EATING-DISORDER-AWARENESS-WEEK-2018,FREEDFROMED,MQMENTALHEALTH,1
NO-SMOKING-DAY-2018,STOPSMOKINGER1,HEALTHTRAINERS1,1
ELF-DAY,MEISAFAIRY,THESOVRANGROUP,2
OCD-AWARENESS-WEEK-2018,NORMALG_RL,LWBEAN,2
ELF-DAY,PAULS_TAXI,FORESTFRIENDS_,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,EBYZIO,STARDUST1006,1
WEAR-PURPLE-FOR-JIA-2018,HARRYT68,JIA_NRAS,6
WEAR-PURPLE-FOR-JIA-2018,MREDWARDSFEHS,FRAM_NFURNEAUX,1
NATIONAL-DEMENTIA-CARERS-2018,CG_CARRGOMM,ALZHEIMERSSOC,2
NUTRITION-AND-HYDRATION-WEEK-2018,BJGW,KLDARRROCK,2
CARERS-WEEK-2018,FARIBORZLADJEV2,RHSBRIDGEWATER,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,ESSEXHAMMER1906,JAMESMELVILLE,2
16-DAYS-OF-ACTION-2018,GLENNFDAVIES,DVRCV,2
16-DAYS-OF-ACTION-2018,DIOPHENRIETTE,DOYNA_SN,2
OCD-AWARENESS-WEEK-2018,6PKSBPR5FBNCE0S,LWBEAN,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,HEATHERT1604,JUSTSEWHELEN,2
16-DAYS-OF-ACTION-2018,26PGLT,WOMENSART1,2
ELF-DAY,CUTEPCMANIAC,PRIYANKACHOPRA,1
ELF-DAY,ALZSOCWMIDLANDS,HOW_COLLEGE,2
CARERS-WEEK-2018,ANDIE_ELLWOOD,SUSANDLOVE,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,JACE_3740,JAMESMELVILLE,2
ELF-DAY,JENNIMITCHELL9,QS_BRRLAW,2
EATING-DISORDER-AWARENESS-WEEK-2018,SASSVH,JAQ421,2
MENS-HEALTH-WEEK-2018,COOLMENTORING,URBANFITNESSTC,2
JEANS-FOR-GENES-DAY,ZXUISNOISE,MRSANNETWIST,2
NO-SMOKING-DAY-2018,K8ENICS,NHSSMOKEFREE,1
NUTRITION-AND-HYDRATION-WEEK-2018,BJGW,RBCH_NHS,1
DEMENTIA-ACTION-WEEK-2018,ALUTHIGER,BORISJOHNSON,2
MENS-HEALTH-WEEK-2018,MEHR1AMRITSAR,SAMARITANSIRL,2
WEAR-PURPLE-FOR-JIA-2018,LHASELIP,JIA_NRAS,1
TIME-TO-TALK-DAY-2018,STERLINGJOY94,TEWV,1
CARERS-WEEK-2018,JENKENWARD,BAYLISS_J94,2
MENS-HEALTH-WEEK-2018,910AW_DPH,AFTERDEPLOYMENT,2
BRAIN-AWARENESS-WEEK-2018,ZINNIASUN,PSYCH_REVIEW,2
STRESS-AWARENESS-DAY,NGAIOANYIA,1XTRA,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,MIKE_3116,NHSENGLAND,2
16-DAYS-OF-ACTION-2018,EBRIDGEAFR,MARGARETATWOOD,1
BRAIN-AWARENESS-WEEK-2018,COMUNITAQUEENIT,CAUK1,1
JEANS-FOR-GENES-DAY,MARYBFF1ORTIZ,JEANSFORGENES,1
EATING-DISORDER-AWARENESS-WEEK-2018,GEMMMA_NICOLE_,THERAPYPUGALFIE,2
JEANS-FOR-GENES-DAY,X_NEY_X,JEANSFORGENES,1
MND-AWARENESS-MONTH-2018,TRISHNABHARADIA,MOZ0373RUNNER,2
JEANS-FOR-GENES-DAY,BOSTONHRRY,GEMMAANNESTYLES,1
DEMENTIA-ACTION-WEEK-2018,SUGARLOAF147,TITANIUMTESTER,2
EATING-DISORDER-AWARENESS-WEEK-2018,CBEECHAT,BEEING_SOPHIE,2
BRAIN-AWARENESS-WEEK-2018,HEALTHTECHHTC,HEALTHTECHDIST,2
EATING-DISORDER-AWARENESS-WEEK-2018,JOSIEJO_T,NWBOROUGHSNHS,1
BRAIN-AWARENESS-WEEK-2018,GRABILL,GUERILLASCIENCE,2
DEMENTIA-ACTION-WEEK-2018,THEDAWNMETHOD,GBTPO,2
TIME-TO-TALK-DAY-2018,PHUKANSATYABRAT,AMYSTRUTH12,2
DEMENTIA-ACTION-WEEK-2018,LOUISEVENNELLS,ARUKNEWS,1
WEAR-PURPLE-FOR-JIA-2018,JONEYI1,ED_MILIBAND,2
OCD-AWARENESS-WEEK-2018,YOMNA_GABRY,LWBEAN,2
MND-AWARENESS-MONTH-2018,MNDMANCHESTER,MNDAEASTSUSSEX,2
MND-AWARENESS-MONTH-2018,JAYNES__WORLD,SCOTRAIL,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,SNAVENAI,TECHNICALLYRON,2
ELF-DAY,LIZZIEGOLD86,EROOOOSH,2
BRAIN-AWARENESS-WEEK-2018,SARALYNES1,SENAPTEC,1
EXPERIENCE-OF-CARE-WEEK-2018,NOBISMHEALTH,EMSSURVEYTEAM,2
NUTRITION-AND-HYDRATION-WEEK-2018,AGNES_HOUSTON,DERBYURGENTCARE,2
NUTRITION-AND-HYDRATION-WEEK-2018,JENNIDOMANDOMAN,NHWEEK,1
NATIONAL-DEMENTIA-CARERS-2018,SUSAN_WRAGG,ALZHEIMERSSOC,2
JEANS-FOR-GENES-DAY,TEAROOMSTAPELEY,JEANSFORGENES,1
OVARIAN-CANCER-AWARENESS-MONTH-2018,LISAAHOP,FELICITYBARRTV,2
RARE-DISEASE-DAY-2018,MAQHUBELAKHAYA,CATSEYEPEST,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,SUPRIADI_HERDI,BETHFRATESMD,2
DRY-JANUARY-2018,KATEGARRAWAY_UK,KATEGARRAWAY,2
CARERS-WEEK-2018,HELENMARYCYMRU,WGDEP_HEALTH,1
16-DAYS-OF-ACTION-2018,SANDYC1772,SAMERWFP,2
MENS-HEALTH-WEEK-2018,PSKINGO,UROWEB,2
MND-AWARENESS-MONTH-2018,SHARONTIDAY,BBCSPOTLIGHT,1
STRESS-AWARENESS-DAY,USEFULINFO101,VISITIOW,2
OCD-AWARENESS-WEEK-2018,PHINSVSVIOLENCE,LWBEAN,2
NATIONAL-DYSLEXIA-WEEK-2018,LARRY_TURNER,NELLANDREWLDN,2
BRAIN-AWARENESS-WEEK-2018,MARJEANSOLO,SFNTWEETS,2
JEANS-FOR-GENES-DAY,HESTYLEMEDICINE,MRSANNETWIST,2
JEANS-FOR-GENES-DAY,HESTYLEMEDICINE,JEANSFORGENES,1
BRAIN-INJURY-WEEK-2018,LBLAWCOP,HEADWAYSHROP,3
MENTAL-HEALTH-AWARENESS-WEEK-2018,SMILESCOHAN,SOPHIET,2
STRESS-AWARENESS-DAY,MAJ_CATASTROPHE,MARGARETORR,1
WEAR-PURPLE-FOR-JIA-2018,SIMONRSTONES,CAPSIENAIR,4
NATIONAL-DEMENTIA-CARERS-2018,DEMENTIASHERPA,JEFF_BORGHOFF,2
MENS-HEALTH-WEEK-2018,COOLMENTORING,RENDEZVOUSENNY,2
MENS-HEALTH-WEEK-2018,FRANDATHOMAS,HIPSTL,2
16-DAYS-OF-ACTION-2018,PERSIEPOOCH,CAMBSCOPS,2
BRAIN-AWARENESS-WEEK-2018,IANBOOSTACIEFAN,MSSOCIETYUK,2
16-DAYS-OF-ACTION-2018,IIPZ8,UNGENEVA,2
JEANS-FOR-GENES-DAY,DIMMOCKDAVID,JORISVELTMAN,2
OCD-AWARENESS-WEEK-2018,SINNINGROACH,LWBEAN,2
ELF-DAY,KATHRYNBRIGGS7,BIWORLDWIDE_EU,2
CARERS-WEEK-2018,CATHEINEAMANDA,NHSENGLAND,2
WEAR-PURPLE-FOR-JIA-2018,MROBSON8,ED_MILIBAND,2
TIME-TO-TALK-DAY-2018,DINASCINTRON,THE_UNSILENT_,2
MND-AWARENESS-MONTH-2018,QSPRIVATEHEALTH,QSPRIVATEHEALTH,2
MENS-HEALTH-WEEK-2018,ORLAMCDERMOTT,KILLIANBYRNE,2
MND-AWARENESS-MONTH-2018,PICTAVIEW,TVVICTORIAG,1
NATIONAL-DYSLEXIA-WEEK-2018,PSYCHBGU,JISC,2
MENS-HEALTH-WEEK-2018,TRACYHERD,RLCARES,2
NATIONAL-DEMENTIA-CARERS-2018,ISOBELMANN_,ALZHEIMERSSOC,2
OCD-AWARENESS-WEEK-2018,KNROBERTS720,LWBEAN,2
NATIONAL-DYSLEXIA-WEEK-2018,YINKA2000,JISC,2
16-DAYS-OF-ACTION-2018,PAULAGLLORET,UN_WOMEN,2
MENS-HEALTH-WEEK-2018,MOND7222,MHALL55NINE,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,LEGITCASSIEWIL,LLSJ_JESS,6
EPILEPSY-AWARENESS-PURPLE-DAY-2018,BORSTKENNA,NEUROLOGYNOW,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,NATSQUEAKS,CHASINGMILES,2
DRY-JANUARY-2018,CBRUIN111,CHOCTRADINGCO,2
TIME-TO-TALK-DAY-2018,BMOSEISLEY,WANDILLIAMS,2
16-DAYS-OF-ACTION-2018,AWAVA_WOMEN,LAV__K,2
WEAR-PURPLE-FOR-JIA-2018,RHEUMATOLOGISTT,ED_MILIBAND,2
MND-AWARENESS-MONTH-2018,EDGEYWOO,HELPING_HANDSUK,2
RARE-DISEASE-DAY-2018,MAXINEPATTERSON,NETCANCERBLOG,2
NO-SMOKING-DAY-2018,RALPHBAGGE,PHBUCKS,2
MENS-HEALTH-WEEK-2018,OTOOLEDES,MENSHEALTHIRL,2
TIME-TO-TALK-DAY-2018,RORCHESTRA,MACMILLANCANCER,1
DEMENTIA-ACTION-WEEK-2018,VERA_HARLE,CORNEXCHANGE,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,EBYZIO,ELIZABETH_ANN_M,2
16-DAYS-OF-ACTION-2018,DRJOYCEBANDA,CLUBDEMADRID,2
EATING-DISORDER-AWARENESS-WEEK-2018,HANNAH_W_VLOGS,CPRICE2184,2
STRESS-AWARENESS-DAY,WALES14,TERRIIRWIN,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,TERIMOORING,BCLEGISLATURE,2
BRAIN-AWARENESS-WEEK-2018,LOVEPEACEFITNES,LUNDBECKUS,2
RARE-DISEASE-DAY-2018,OKANECAHIR,MUNKEE74,2
JEANS-FOR-GENES-DAY,TABSTERW8,BLANCHENEVILE,2
BRAIN-INJURY-WEEK-2018,RACHJM3,HEADWAYCARDIFF,1
STRESS-AWARENESS-DAY,SUGARBUDDIES1,SOHEALTHYLIVING,2
16-DAYS-OF-ACTION-2018,DVVIC,CHPVIC,2
DEMENTIA-ACTION-WEEK-2018,JAZANNEARTS,MAGICMEARTS,2
BRAIN-INJURY-WEEK-2018,CBITMIDLANDS,PAULSCULLYMP,1
EATING-DISORDER-AWARENESS-WEEK-2018,SLMCCORMACK2,HOPEVIRGO,1
NATIONAL-DEMENTIA-CARERS-2018,SHARON_CEOCVST,NEECCG,2
ELF-DAY,GEOFF_SPRINGER,JO_MILLAR27,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,STOPHPVCANCER,STOPHPVCANCER,1
EATING-DISORDER-AWARENESS-WEEK-2018,ALEXCARLINGTTS,HOPEVIRGO,1
NO-SMOKING-DAY-2018,ANDYSC11,KENT_CC,2
16-DAYS-OF-ACTION-2018,ELPOLITOLOGO10,ANTONIOGUTERRES,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,BARTANDREWS,NATIONALCOUNCIL,1
DRY-JANUARY-2018,PETER_PNE,KATEGARRAWAY,2
TIME-TO-TALK-DAY-2018,JOBAKERXO,MEANDMYMHMATTER,1
16-DAYS-OF-ACTION-2018,LIFFEYGALVIN,WHITERIBBON_UK,2
NATIONAL-DEMENTIA-CARERS-2018,ANNENOLAN2,ALZHEIMERSSOC,2
MENS-HEALTH-WEEK-2018,LUNGMD01,HEALTHCAREVOTER,2
DRY-JANUARY-2018,SJOHNSON7711,SEEDLIPDRINKS,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,LIONMAN47,MOLLY3186,1
DEMENTIA-ACTION-WEEK-2018,CERISHODGKISON,MIDCHESHIRENHS,2
ELF-DAY,YUGAL_LOVE,PRIYANKACHOPRA,1
BRAIN-INJURY-WEEK-2018,CBITUK,1CHANCERYLANE,2
BRAIN-INJURY-WEEK-2018,MIND_CHEATS,CELINE_YT,2
TIME-TO-TALK-DAY-2018,ACAROLE,THE_UNSILENT_,2
STRESS-AWARENESS-DAY,VECTA67,EDU_BROKER,2
ELF-DAY,ALZSOCEANGLIA,UNIOFSUFFOLK,1
WEAR-PURPLE-FOR-JIA-2018,CTKLIVERPOOL,BEXILY,2
MND-AWARENESS-MONTH-2018,ESTHERSAMSONPR,VICKY_100K4MNDA,2
NATIONAL-DEMENTIA-CARERS-2018,_EMERALDEYE_,EMMAB1,1
ELF-DAY,SIMM_ANTHON,ANFIELDROADY4,2
MENS-HEALTH-WEEK-2018,COOLMENTORING,HOWMANYMILES_,2
OCD-AWARENESS-WEEK-2018,SHEARKELSEY,LWBEAN,2
EATING-DISORDER-AWARENESS-WEEK-2018,GALATICPINGU,GEMSTOKES2000,2
OCD-AWARENESS-WEEK-2018,JINXXJAMS,LWBEAN,2
JEANS-FOR-GENES-DAY,1DERFUL_DOLAN,MRSANNETWIST,2
TIME-TO-TALK-DAY-2018,AMYCOTTER99,ZOELLA,1
JEANS-FOR-GENES-DAY,ISTUDYROSES,JEANSFORGENES,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,NERDZILLA114,JAMESMELVILLE,2
DRY-JANUARY-2018,SHOPNOTTS,SOBARNOTTM,1
ELF-DAY,PRIYANKAC_FAN0,PCSDRAG0N,2
EATING-DISORDER-AWARENESS-WEEK-2018,ALLM14891126,BEATED,1
CARERS-WEEK-2018,KINGOFGRUMP,HAPPYLITTLEHUGH,2
MENS-HEALTH-WEEK-2018,COOLMENTORING,SPUNOUT,2
BRAIN-AWARENESS-WEEK-2018,CONSERMOVEMENT,OLDMANSTONEZONE,2
EATING-DISORDER-AWARENESS-WEEK-2018,TAKEACTION_2015,NSPCC,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,GACK400,JAMESMELVILLE,2
NATIONAL-DYSLEXIA-WEEK-2018,YSJTEL,ALISTAIRM,1
BRAIN-INJURY-WEEK-2018,NWFOLLOWERS,THORNTONSCIPARK,2
MENS-HEALTH-WEEK-2018,SLICETOON,AIMSONHEALTH,2
JEANS-FOR-GENES-DAY,WGASOLICITORS,JEANSFORGENES,1
ELF-DAY,YMTGARDENWATCH,YMT_CHRIS,2
BRAIN-AWARENESS-WEEK-2018,GRAFICAMEDICINA,ANGELICASHAPS,2
NATIONAL-DYSLEXIA-WEEK-2018,BEINGEXAMPLE,WORDSHARKV5,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,ISASULE17,TREYGCARTER,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,BCPLACE,BCEPILEPSY,1
DRY-JANUARY-2018,CIARANGEAROID,LEINSTERBRANCH,1
DRY-JANUARY-2018,SOOZEHH,CHOCTRADINGCO,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,LINACADDT,STEMSCOTLAND,2
NATIONAL-DYSLEXIA-WEEK-2018,MR_ROBWADE,THINKPIX_SUZE,2
BRAIN-AWARENESS-WEEK-2018,ASAMIAOMAME,STLUKES,1
RARE-DISEASE-DAY-2018,CLARE__TURNBULL,WINETTE_VDGRAAF,1
EXPERIENCE-OF-CARE-WEEK-2018,JULIE_RISH,KOWALSKI2086,2
16-DAYS-OF-ACTION-2018,MAISYGRIFFITHS,UNIOFBATH,1
EATING-DISORDER-AWARENESS-WEEK-2018,LBOROUNIVERSITY,BOBBSCLAY,1
RARE-DISEASE-DAY-2018,LITTLEREDTREE60,GOFUNDME,2
DRY-JANUARY-2018,JANDP34,KATEGARRAWAY,1
RARE-DISEASE-DAY-2018,COURAGESINGS,DRCCHAMBERS,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,NEE_CEEY,ASEQUALSAFRICA,2
NO-SMOKING-DAY-2018,ANGELADYNES17,CANCERFOCUSNI,1
MENS-HEALTH-WEEK-2018,BON_PROT,CDCSTD,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,ALWAYSRACHEL934,JAMESMELVILLE,2
RARE-DISEASE-DAY-2018,THENEWGENOU,SENCAPITO,1
DEMENTIA-ACTION-WEEK-2018,MRADAMB,FRIENDOFGRAN,2
DRY-JANUARY-2018,CHESTERHOUR,CHESTERDOTCOM,2
DEMENTIA-ACTION-WEEK-2018,JUDYCOACH,LEWYLADY,2
ELF-DAY,ABSUMMUGGLE,NICKJONAS,1
NO-SMOKING-DAY-2018,JOHNETHERIDGE79,TENOVUSCANCER,2
WEAR-PURPLE-FOR-JIA-2018,JENNIEJ95408140,MATT_NRAS,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,VERUCOR,SROCF,1
JEANS-FOR-GENES-DAY,JOANNEDAVISON54,MRSANNETWIST,2
DRY-JANUARY-2018,TRUELEMON,DIANEHENDERIKS,1
CARERS-WEEK-2018,BRIDGETHETHOMA1,NHSENGLAND,2
NUTRITION-AND-HYDRATION-WEEK-2018,EARLEYTRACY,SOUTHLAKESPOL,1
NATIONAL-DEMENTIA-CARERS-2018,HILLINGDONCARER,ALZHEIMERSSOC,2
JEANS-FOR-GENES-DAY,VANWILLJAMZ,JUMPMAN23,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,EBYZIO,MISSJAINASOLO,3
NO-SMOKING-DAY-2018,WARRINGTONWORLD,YOURLIVEWIRE,2
RARE-DISEASE-DAY-2018,BOALSBURG2018,WBREWYOU,1
BRAIN-INJURY-WEEK-2018,LILAMIE21,THERCOT,1
OCD-AWARENESS-WEEK-2018,JESTER_COSPLAY,LWBEAN,2
NATIONAL-DEMENTIA-CARERS-2018,RICHARDMCOATES,CAREQUALITYCOMM,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,DANIELMATHEUSBR,CDC_CANCER,2
STRESS-AWARENESS-DAY,LYNNE_MOUNT,ONEMINUTEBRIEFS,1
NATIONAL-DYSLEXIA-WEEK-2018,CRISPRIESTLEY,WATERSTONESO2,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,MPIFKO,CHILDRENSPGH,2
NATIONAL-DEMENTIA-CARERS-2018,SLEEPYCAT65,ALZHEIMERSSOC,2
BRAIN-INJURY-WEEK-2018,ASHTONSFAMILY,JANETTEWAND,2
BRAIN-INJURY-WEEK-2018,ZOEEPIX,HEADWAYLINCS,1
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,JULIE_HUMPH,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,GAGACONT,HEADS_TOGETHER,1
NO-SMOKING-DAY-2018,JULIECDURRANT,KEYTOTHEPAST,1
MND-AWARENESS-MONTH-2018,MRSTOBS83,VICKY_100K4MNDA,2
JEANS-FOR-GENES-DAY,JAVAADPLSLOVE,MRSANNETWIST,2
DRY-JANUARY-2018,SARELLE777,31DOVER,2
CARERS-WEEK-2018,COPD_RESEARCH,HELENAFINCH,2
DEMENTIA-ACTION-WEEK-2018,WOMANLEADER,SARALIVADEAS,2
MND-AWARENESS-MONTH-2018,ALEXHYNES,MNDSCOTLAND,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,DENATHISGAMING,JAMESMELVILLE,2
NO-SMOKING-DAY-2018,ALLIEBIRCHRD,SETRUST,1
BRAIN-AWARENESS-WEEK-2018,ORGOSTIA,TEDTALKS,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,JAMESJIMMY_H,KDWHO,1
NATIONAL-DEMENTIA-CARERS-2018,CAROLELAWFORD,ALZHEIMERSSOC,2
DEMENTIA-ACTION-WEEK-2018,BLAENAUFFESTNOW,CNCHINKLEYPOINT,2
STRESS-AWARENESS-DAY,MRSLAURAOLIVIA,EDU_BROKER,2
OCD-AWARENESS-WEEK-2018,MUUURIA_,LWBEAN,2
BRAIN-AWARENESS-WEEK-2018,DANA_FDN,BPSOFFICIAL,1
TIME-TO-TALK-DAY-2018,MAURIZIAFERRARI,2020COMMS,2
STRESS-AWARENESS-DAY,FRANK_MARISA,MERCOLA_ESPANOL,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,CLAIRESTONEMAN,JACKIE_LINEHAN,1
EXPERIENCE-OF-CARE-WEEK-2018,JEN_TOMKINSON,BRISCOMHEALTH,1
WEAR-PURPLE-FOR-JIA-2018,MHYSA23,ED_MILIBAND,2
EXPERIENCE-OF-CARE-WEEK-2018,JULIEMCCROSSIN,NSWCEC,2
ELF-DAY,BAZDOBBS,EDDIESTOBARTCOM,2
RARE-DISEASE-DAY-2018,GARVANINSTITUTE,RAREDISEASEDAY,1
MND-AWARENESS-MONTH-2018,FEE_KING,MNDSCOTLAND,1
DRY-JANUARY-2018,BARNSLEYHOSPICE,BARNSLEYHOSPICE,1
EATING-DISORDER-AWARENESS-WEEK-2018,KKINDREDSPIRITT,YOUNGMINDSUK,2
CARERS-WEEK-2018,GERARDWOODHOUS1,MYTIME_LS,1
ELF-DAY,CCCOPTICIANS,THEOAKS28,2
EATING-DISORDER-AWARENESS-WEEK-2018,CAZZACOOKIE68,YOUNGMINDSUK,2
TIME-TO-TALK-DAY-2018,LISAMUN,JOSHKRICH_,1
ELF-DAY,SANDYHCISD,JULIEMARIEG06,2
RARE-DISEASE-DAY-2018,PHILIPWILLS0221,RAREDISEASEDAY,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,CERVICALSCREEN1,SAMYARWOOD89,2
MND-AWARENESS-MONTH-2018,MNDMANCHESTER,MNDASSOC,1
DRY-JANUARY-2018,JUJU_CARBO,DRINKTG,4
BRAIN-INJURY-WEEK-2018,KAREN_CUNDY,LIZTWISTMP,1
STRESS-AWARENESS-DAY,FUZZYDACIOUS,NICECOMMS,1
BRAIN-AWARENESS-WEEK-2018,RRAMYA_24,ARUKNEWS,2
JEANS-FOR-GENES-DAY,X_NEY_X,MRSANNETWIST,2
16-DAYS-OF-ACTION-2018,MIQDAAD,MUSLIMWOMENUK,2
OCD-AWARENESS-WEEK-2018,M1TZ0,LWBEAN,2
OCD-AWARENESS-WEEK-2018,PAULATORRESMO,LWBEAN,2
DEMENTIA-ACTION-WEEK-2018,TOBACCOFREE254,EUSTACEDESOUSA,2
NUTRITION-AND-HYDRATION-WEEK-2018,CHARITYBEGIN3,CARERSUK,1
TIME-TO-TALK-DAY-2018,SHELDONBARBIE,ZOESUGG,1
JEANS-FOR-GENES-DAY,SANDRARMER1,JEANSFORGENES,1
STRESS-AWARENESS-DAY,NATALIEMARK6,HEADS_TOGETHER,2
JEANS-FOR-GENES-DAY,FAREEHA786,KCPRINCIPAL,1
JEANS-FOR-GENES-DAY,PINKLIZZIE_84,JEANSFORGENES,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,MBEPILEPSY,TENOFFICIAL,2
BRAIN-INJURY-WEEK-2018,NWABIMANCHESTER,ANNZIEM,2
JEANS-FOR-GENES-DAY,1DERFUL_DOLAN,JEANS_FOR_GENES,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,JAMESJIMMY_H,CHALLENGERJOE,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,JABAILEY_15,JAMESMELVILLE,2
EATING-DISORDER-AWARENESS-WEEK-2018,ANNEENHS,YOUNGMINDSUK,3
DRY-JANUARY-2018,ISSY_VAN_RAND,KATEGARRAWAY,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,WHIPPSDIETITIAN,9
EATING-DISORDER-AWARENESS-WEEK-2018,MS_SILVS,PENNYRED,2
NATIONAL-DYSLEXIA-WEEK-2018,ANDHAW,ALISTAIRM,1
OCD-AWARENESS-WEEK-2018,ISRA17BLK,LWBEAN,2
ELF-DAY,CNLYLD,NICKJONAS,1
RARE-DISEASE-DAY-2018,JSHATAN,ROCKEFELLERUNIV,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,CATHYSPARTANJ,MILITARYCOURAGE,1
ELF-DAY,SPENDERCUFC,EDDIESTOBARTCOM,2
OCD-AWARENESS-WEEK-2018,MFILIPPOUFRYE,RODRIGUEZLABSU,2
EXPERIENCE-OF-CARE-WEEK-2018,NICOLA_MCMINN,CLAIREJUKESY,1
DRY-JANUARY-2018,SHAYNES516,CHOCTRADINGCO,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,JIDUB18,THERESA_SINGS,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,COOLMENTORING,ROCK2THEROCKIES,2
MENS-HEALTH-WEEK-2018,PATTWOMBLY,MHALL55NINE,2
16-DAYS-OF-ACTION-2018,WGARNEWS,CCYPVICTORIA,2
NUTRITION-AND-HYDRATION-WEEK-2018,SHEVYUK,HELLONMARIE,2
EATING-DISORDER-AWARENESS-WEEK-2018,DRWRJONES,NCHAWKES,2
STRESS-AWARENESS-DAY,LAURAMUMMYHILL,EDU_BROKER,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,COOLMENTORING,SRAHEC_NC,1
NUTRITION-AND-HYDRATION-WEEK-2018,FISHHYDRATION,EILEENOBRIEN103,1
DRY-JANUARY-2018,CLEM_C,MORALFIBRES,2
DEMENTIA-ACTION-WEEK-2018,OLDHAMLAWASSOC,NORTHAINLEY,2
JEANS-FOR-GENES-DAY,AMUSEDANN,JEANSFORGENES,1
NATIONAL-DEMENTIA-CARERS-2018,HAYLEYM72786649,EMMAB1,1
DRY-JANUARY-2018,MORALFIBRES,MORALFIBRES,2
CARERS-WEEK-2018,INVOLVET1,CARERSWEEK,1
TIME-TO-TALK-DAY-2018,CHATTYDOG_,CHATTYDOG_,2
NO-SMOKING-DAY-2018,CEC_COMMUNITIES,MIDCHESHIRENHS,2
EATING-DISORDER-AWARENESS-WEEK-2018,CWPT_SIMONGILBY,HOPEVIRGO,2
BRAIN-AWARENESS-WEEK-2018,CSHSURREY,MSSOCIETYUK,2
BRAIN-AWARENESS-WEEK-2018,HEALTHTECHDIST,RCNDARCY,1
NATIONAL-DYSLEXIA-WEEK-2018,TJAMESNESS,NESSYLEARNING,2
ELF-DAY,CAROLINEARM,GIRLINGSLAWYERS,2
STRESS-AWARENESS-DAY,BEWDLEYOUTDOORS,WOODLANDTRUST,2
WEAR-PURPLE-FOR-JIA-2018,TAXBUZZUK,NRAS_UK,1
MENS-HEALTH-WEEK-2018,_KIM_12345,HEALTHCAREVOTER,2
DEMENTIA-ACTION-WEEK-2018,HOUSE_MEMORIES,HOUSE_MEMORIES,1
JEANS-FOR-GENES-DAY,GAVIN1611,SOLOMONSLAW,2
EXPERIENCE-OF-CARE-WEEK-2018,PATTIMARTINLR,MARYEAITKEN,1
NATIONAL-DEMENTIA-CARERS-2018,SUECOLLINS2,ALZHEIMERSSOC,2
BRAIN-INJURY-WEEK-2018,ELLEISA4,HEADWAYUK,2
MENS-HEALTH-WEEK-2018,SULLIVANMONTY,ANTONJGUNN,1
TIME-TO-TALK-DAY-2018,MIKEMARTIN02,NUMB_ROSE,2
